Protocol,Site,HandshakeTime,PageLoadTime,DOMLoadTime,No.Plaintexts,PlaintextsEncodedSize,PlaintextsSize,PlaintextsLoadTime,HTML,HTMLEncodedSize,HTMLSize,HTMLLoadTime,JS/CSS,JS/CSSEncodedSize,JS/CSSSize,JS/CSSLoadTime,Images/Others,Images/OthersEncodedSize,Images/OthersSize,Images/OthersLoadTime,Domains,EncodedDataSize,TotalDataSize
quic,imdb,0.792365,4.140623,1.967679,0,0,0,0,5,26642,107628,2.677938,8,299584,989002,3.869417,46,594771,586013,54.388273,9,920997,1682643
quic,imgur,0.561452,1.635189,1.635189,0,0,0,0,1,17044,77211,0.608016,4,188887,648930,2.369416,1,14640,14260,0.303572,4,220571,740401
quic,apple,0.481238,2.537843,1.553394,0,0,0,0,1,4577,24576,0.504887,9,192382,840041,4.188929,17,527764,536414,12.536788,4,724723,1401031
quic,imgur,0.519079,1.422473,1.422473,0,0,0,0,1,17045,77211,0.566603,4,188901,648930,1.926814,1,14640,14260,0.206376,4,220586,740401
quic,imgur,0.433315,1.353576,1.353576,0,0,0,0,1,17045,77211,0.511642,4,188886,648930,1.916005,1,14640,14260,0.207443,4,220571,740401
quic,apple,0.474716,2.212292,1.314824,0,0,0,0,1,4577,24576,0.476963,9,192363,840041,3.763767,17,527759,536414,11.846819,4,724699,1401031
quic,imgur,0.447341,1.447973,1.447973,0,0,0,0,1,17045,77211,0.496412,4,188903,648930,2.539824,1,14640,14260,0.312377,4,220588,740401
quic,imdb,0.761082,4.007134,1.391518,0,0,0,0,1,15895,83052,0.805844,4,81744,279110,1.92842,46,635692,626390,52.636437,10,733331,988552
quic,imgur,0.464922,1.285197,1.285197,0,0,0,0,1,17045,77211,0.507293,4,188887,648930,1.777183,1,14640,14260,0.370589,4,220572,740401
quic,imdb,0.797993,3.901304,1.329264,0,0,0,0,1,15666,83052,0.897281,4,81770,279110,1.842856,44,585252,577096,43.164803,9,682688,939258
quic,imdb,0.912274,4.758236,1.703795,0,0,0,0,1,15856,83052,1.031939,4,81764,279104,2.381182,42,683198,675574,62.771953,10,780818,1037730
quic,apple,0.445612,2.166582,1.373207,0,0,0,0,1,4577,24576,0.472284,9,190934,840041,3.837684,17,527773,536414,10.176375,4,723284,1401031
quic,imdb,0.80441,4.165288,1.549552,0,0,0,0,1,15732,83052,0.9209,4,81769,279110,1.95253,45,626657,618405,52.283084,9,724158,980567
